Image,Label
test_5478,scoreboard
test_5479,turnstile
test_548,space_heater
test_5480,scoreboard
test_5481,coral_reef
test_5482,turnstile
test_5483,scoreboard
test_5484,brass
test_5485,water_jug
test_5486,organ
test_5487,space_heater
test_5488,steel_arch_bridge
test_5489,freight_car
test_549,bullfrog
test_5490,scoreboard
test_5491,sombrero
test_5492,lifeboat
test_5493,chain
test_5494,computer_keyboard
test_5495,scoreboard
test_5496,bannister
test_5497,computer_keyboard
test_5498,turnstile
test_5499,scoreboard
test_55,sock
test_550,brass
test_5500,coral_reef
test_5501,umbrella
test_5502,CD_player
test_5503,brass
test_5504,turnstile
test_5505,remote_control
test_5506,turnstile
test_5507,bannister
test_5508,apron
test_5509,sock
test_551,stopwatch
test_5510,CD_player
test_5511,turnstile
test_5512,turnstile
test_5513,drumstick
test_5514,brass
test_5515,scoreboard
test_5516,iPod
test_5517,brass
test_5518,cash_machine
test_5519,jellyfish
test_552,turnstile
test_5520,bucket
test_5521,turnstile
test_5522,confectionery
test_5523,stopwatch
test_5524,moving_van
test_5525,bullet_train
test_5526,birdhouse
test_5527,teapot
test_5528,bullfrog
test_5529,drumstick
test_553,steel_arch_bridge
test_5530,sock
test_5531,pop_bottle
test_5532,CD_player
test_5533,police_van
test_5534,organ
test_5535,scoreboard
test_5536,magnetic_compass
test_5537,beach_wagon
test_5538,abacus
test_5539,turnstile
test_554,space_heater
test_5540,chest
test_5541,bucket
test_5542,moving_van
test_5543,turnstile
test_5544,lampshade
test_5545,lakeside
test_5546,freight_car
test_5547,crane
test_5548,CD_player
test_5549,scoreboard
test_555,scoreboard
test_5550,trolleybus
test_5551,CD_player
test_5552,brass
test_5553,turnstile
test_5554,bullet_train
test_5555,turnstile
test_5556,space_heater
test_5557,CD_player
test_5558,barbershop
test_5559,sock
test_556,police_van
test_5560,brass
test_5561,American_alligator
test_5562,limousine
test_5563,espresso
test_5564,freight_car
test_5565,sock
test_5566,-
test_5567,turnstile
test_5568,goose
test_5569,jellyfish
test_557,European_fire_salamander
test_5570,lakeside
test_5571,goose
test_5572,cash_machine
test_5573,cash_machine
test_5574,umbrella
test_5575,sports_car
test_5576,scoreboard
test_5577,CD_player
test_5578,beacon
test_5579,CD_player
test_558,computer_keyboard
test_5580,sea_slug
test_5581,police_van
test_5582,cash_machine
test_5583,walking_stick
test_5584,freight_car
test_5585,scoreboard
test_5586,CD_player
test_5587,scoreboard
test_5588,brass
test_5589,scoreboard
test_559,turnstile
test_5590,scoreboard
test_5591,moving_van
test_5592,sock
test_5593,scoreboard
test_5594,picket_fence
test_5595,stopwatch
test_5596,jellyfish
test_5597,steel_arch_bridge
test_5598,turnstile
test_5599,turnstile
test_56,remote_control
test_560,scoreboard
test_5600,turnstile
test_5601,reel
test_5602,scoreboard
test_5603,scoreboard
test_5604,scoreboard
test_5605,bullet_train
test_5606,scoreboard
test_5607,refrigerator
test_5608,poncho
test_5609,computer_keyboard
test_561,pole
test_5610,cash_machine
test_5611,computer_keyboard
test_5612,scoreboard
test_5613,computer_keyboard
test_5614,freight_car
test_5615,walking_stick
test_5616,computer_keyboard
test_5617,turnstile
test_5618,academic_gown
test_5619,scoreboard
test_562,turnstile
test_5620,turnstile
test_5621,jellyfish
test_5622,scoreboard
test_5623,CD_player
test_5624,freight_car
test_5625,poncho
test_5626,sock
test_5627,scoreboard
test_5628,scoreboard
test_5629,steel_arch_bridge
test_563,sports_car
test_5630,bullet_train
test_5631,turnstile
test_5632,remote_control
test_5633,turnstile
test_5634,-
test_5635,sock
test_5636,freight_car
test_5637,poncho
test_5638,scoreboard
test_5639,sock
test_564,lemon
test_5640,trolleybus
test_5641,poncho
test_5642,brass
test_5643,confectionery
test_5644,brass
test_5645,CD_player
test_5646,moving_van
test_5647,brain_coral
test_5648,steel_arch_bridge
test_5649,bikini
test_565,magnetic_compass
test_5650,freight_car
test_5651,beaker
test_5652,beaker
test_5653,space_heater
test_5654,pop_bottle
test_5655,computer_keyboard
test_5656,kimono
test_5657,turnstile
test_5658,steel_arch_bridge
test_5659,turnstile
test_566,spider_web
test_5660,seashore
test_5661,lifeboat
test_5662,jinrikisha
test_5663,brain_coral
test_5664,turnstile
test_5665,brass
test_5666,iPod
test_5667,lawn_mower
test_5668,scoreboard
test_5669,steel_arch_bridge
test_567,parking_meter
test_5670,turnstile
test_5671,refrigerator
test_5672,butcher_shop
test_5673,turnstile
test_5674,scoreboard
test_5675,American_alligator
test_5676,remote_control
test_5677,pill_bottle
test_5678,scoreboard
test_5679,apron
test_568,European_fire_salamander
test_5680,koala
test_5681,sewing_machine
test_5682,coral_reef
test_5683,cash_machine
test_5684,brass
test_5685,CD_player
test_5686,birdhouse
test_5687,drumstick
test_5688,crane
test_5689,teapot
test_569,scoreboard
test_5690,brass
test_5691,bucket
test_5692,oboe
test_5693,freight_car
test_5694,space_heater
test_5695,turnstile
test_5696,comic_book
test_5697,sewing_machine
test_5698,goose
test_5699,school_bus
test_57,steel_arch_bridge
test_570,scoreboard
test_5700,turnstile
test_5701,CD_player
test_5702,backpack
test_5703,crane
test_5704,computer_keyboard
test_5705,cash_machine
test_5706,brass
test_5707,reel
test_5708,steel_arch_bridge
test_5709,seashore
test_571,lifeboat
test_5710,sock
test_5711,military_uniform
test_5712,nail
test_5713,brass
test_5714,beacon
test_5715,turnstile
test_5716,-
test_5717,backpack
test_5718,confectionery
test_5719,pill_bottle
test_572,sock
test_5720,freight_car
test_5721,seashore
test_5722,moving_van
test_5723,spider_web
test_5724,pay-phone
test_5725,convertible
test_5726,bullet_train
test_5727,poncho
test_5728,scoreboard
test_5729,scoreboard
test_573,CD_player
test_5730,coral_reef
test_5731,CD_player
test_5732,turnstile
test_5733,CD_player
test_5734,rocking_chair
test_5735,rocking_chair
test_5736,flagpole
test_5737,seashore
test_5738,CD_player
test_5739,brass
test_574,brass
test_5740,banana
test_5741,backpack
test_5742,turnstile
test_5743,scoreboard
test_5744,reel
test_5745,bucket
test_5746,jellyfish
test_5747,black_stork
test_5748,brass
test_5749,CD_player
test_575,turnstile
test_5750,pill_bottle
test_5751,albatross
test_5752,turnstile
test_5753,convertible
test_5754,chest
test_5755,cash_machine
test_5756,cash_machine
test_5757,scoreboard
test_5758,basketball
test_5759,sewing_machine
test_576,cash_machine
test_5760,convertible
test_5761,beaker
test_5762,lakeside
test_5763,scoreboard
test_5764,birdhouse
test_5765,crane
test_5766,school_bus
test_5767,confectionery
test_5768,poncho
test_5769,scoreboard
test_577,albatross
test_5770,bullet_train
test_5771,steel_arch_bridge
test_5772,brass
test_5773,flagpole
test_5774,pill_bottle
test_5775,CD_player
test_5776,scoreboard
test_5777,-
test_5778,jinrikisha
test_5779,water_jug
test_578,broom
test_5780,scoreboard
test_5781,brass
test_5782,iPod
test_5783,iPod
test_5784,beach_wagon
test_5785,space_heater
test_5786,computer_keyboard
test_5787,brass
test_5788,space_heater
test_5789,-
test_579,suspension_bridge
test_5790,abacus
test_5791,apron
test_5792,freight_car
test_5793,CD_player
test_5794,bullet_train
test_5795,sports_car
test_5796,coral_reef
test_5797,pill_bottle
test_5798,lifeboat
test_5799,steel_arch_bridge
test_58,CD_player
test_580,birdhouse
test_5800,turnstile
test_5801,turnstile
test_5802,scoreboard
test_5803,coral_reef
test_5804,brass
test_5805,police_van
test_5806,turnstile
test_5807,steel_arch_bridge
test_5808,sea_slug
test_5809,steel_arch_bridge
test_581,poncho
test_5810,dam
test_5811,alp
test_5812,sock
test_5813,poncho
test_5814,turnstile
test_5815,turnstile
test_5816,king_penguin
test_5817,crane
test_5818,computer_keyboard
test_5819,parking_meter
test_582,brass
test_5820,scoreboard
test_5821,pill_bottle
test_5822,fountain
test_5823,iPod
test_5824,police_van
test_5825,space_heater
test_5826,European_fire_salamander
test_5827,brass
test_5828,sea_slug
test_5829,spiny_lobster
test_583,turnstile
test_5830,convertible
test_5831,brass
test_5832,steel_arch_bridge
test_5833,steel_arch_bridge
test_5834,meat_loaf
test_5835,flagpole
test_5836,turnstile
test_5837,space_heater
test_5838,lifeboat
test_5839,turnstile
test_584,academic_gown
test_5840,jellyfish
test_5841,bannister
test_5842,suspension_bridge
test_5843,cash_machine
test_5844,lakeside
test_5845,CD_player
test_5846,computer_keyboard
test_5847,parking_meter
test_5848,moving_van
test_5849,turnstile
test_585,turnstile
test_5850,turnstile
test_5851,brass
test_5852,turnstile
test_5853,pop_bottle
test_5854,alp
test_5855,turnstile
test_5856,pay-phone
test_5857,jellyfish
test_5858,turnstile
test_5859,spider_web
test_586,cash_machine
test_5860,CD_player
test_5861,-
test_5862,space_heater
test_5863,scoreboard
test_5864,poncho
test_5865,scoreboard
test_5866,dumbbell
test_5867,scoreboard
test_5868,CD_player
test_5869,goose
test_587,scoreboard
test_5870,turnstile
test_5871,poncho
test_5872,crane
test_5873,brass
test_5874,steel_arch_bridge
test_5875,CD_player
test_5876,drumstick
test_5877,cash_machine
test_5878,computer_keyboard
test_5879,turnstile
test_588,bullet_train
test_5880,scoreboard
test_5881,rocking_chair
test_5882,pole
test_5883,water_tower
test_5884,turnstile
test_5885,scoreboard
test_5886,bullet_train
test_5887,lifeboat
test_5888,scoreboard
test_5889,drumstick
test_589,scoreboard
test_5890,pill_bottle
test_5891,scoreboard
test_5892,lifeboat
test_5893,scoreboard
test_5894,scoreboard
test_5895,scoreboard
test_5896,umbrella
test_5897,snorkel
test_5898,poncho
test_5899,turnstile
test_59,brass
test_590,rocking_chair
test_5900,king_penguin
test_5901,beach_wagon
test_5902,turnstile
test_5903,fountain
test_5904,scoreboard
test_5905,desk
test_5906,computer_keyboard
test_5907,albatross
test_5908,coral_reef
test_5909,scoreboard
test_591,steel_arch_bridge
test_5910,steel_arch_bridge
test_5911,oboe
test_5912,CD_player
test_5913,computer_keyboard
test_5914,brass
test_5915,scoreboard
test_5916,sock
test_5917,jellyfish
test_5918,umbrella
test_5919,CD_player
test_592,iPod
test_5920,jellyfish
test_5921,cash_machine
test_5922,-
test_5923,CD_player
test_5924,CD_player
test_5925,freight_car
test_5926,brass
test_5927,computer_keyboard
test_5928,nail
test_5929,chest
test_593,alp
test_5930,king_penguin
test_5931,scoreboard
test_5932,jinrikisha
test_5933,convertible
test_5934,pill_bottle
test_5935,CD_player
test_5936,comic_book
test_5937,turnstile
test_5938,CD_player
test_5939,scoreboard
test_594,scoreboard
test_5940,scoreboard
test_5941,scoreboard
test_5942,steel_arch_bridge
test_5943,scoreboard
test_5944,police_van
test_5945,pay-phone
test_5946,beach_wagon
test_5947,police_van
test_5948,jellyfish
test_5949,rocking_chair
test_595,flagpole
test_5950,parking_meter
test_5951,oboe
test_5952,remote_control
test_5953,crane
test_5954,lawn_mower
test_5955,bullet_train
test_5956,water_tower
test_5957,turnstile
test_5958,-
test_5959,flagpole
test_596,CD_player
test_5960,turnstile
test_5961,albatross
test_5962,turnstile
test_5963,rocking_chair
test_5964,cash_machine
test_5965,freight_car
test_5966,black_widow
test_5967,-
test_5968,scoreboard
test_5969,steel_arch_bridge
test_597,pay-phone
test_5970,space_heater
test_5971,chain
test_5972,CD_player
test_5973,scoreboard
test_5974,trolleybus
test_5975,turnstile
test_5976,CD_player
test_5977,moving_van
test_5978,lawn_mower
test_5979,nail
test_598,turnstile
test_5980,turnstile
test_5981,poncho
test_5982,steel_arch_bridge
test_5983,scoreboard
test_5984,CD_player
test_5985,steel_arch_bridge
test_5986,computer_keyboard
test_5987,scoreboard
test_5988,bannister
test_5989,scoreboard
test_599,scoreboard
test_5990,scoreboard
test_5991,scoreboard
test_5992,computer_keyboard
test_5993,steel_arch_bridge
test_5994,beacon
test_5995,space_heater
test_5996,coral_reef
test_5997,scoreboard
test_5998,pop_bottle
test_5999,lampshade
test_6,brass
test_60,CD_player
test_600,scoreboard
test_6000,brass
test_6001,scoreboard
test_6002,parking_meter
test_6003,brass
test_6004,freight_car
test_6005,confectionery
test_6006,bucket
test_6007,scoreboard
test_6008,cash_machine
test_6009,scoreboard
test_601,nail
test_6010,beaker
test_6011,drumstick
test_6012,moving_van
test_6013,steel_arch_bridge
test_6014,space_heater
test_6015,steel_arch_bridge
test_6016,king_penguin
test_6017,trolleybus
test_6018,turnstile
test_6019,comic_book
test_602,gondola
test_6020,backpack
test_6021,remote_control
test_6022,scoreboard
test_6023,moving_van
test_6024,moving_van
test_6025,space_heater
test_6026,poncho
test_6027,bucket
test_6028,king_penguin
test_6029,beaker
test_603,steel_arch_bridge
test_6030,brass
test_6031,gondola
test_6032,barrel
test_6033,CD_player
test_6034,steel_arch_bridge
test_6035,freight_car
test_6036,convertible
test_6037,CD_player
test_6038,seashore
test_6039,scoreboard
test_604,pill_bottle
test_6040,walking_stick
test_6041,black_widow
test_6042,ladybug
test_6043,pop_bottle
test_6044,CD_player
test_6045,computer_keyboard
test_6046,scoreboard
test_6047,scoreboard
test_6048,scoreboard
test_6049,parking_meter
test_605,cash_machine
test_6050,CD_player
test_6051,chain
test_6052,convertible
test_6053,albatross
test_6054,coral_reef
test_6055,brass
test_6056,scoreboard
test_6057,turnstile
test_6058,-
test_6059,lifeboat
test_606,turnstile
test_6060,scoreboard
test_6061,scoreboard
test_6062,scoreboard
test_6063,beach_wagon
test_6064,brass
test_6065,nail
test_6066,jellyfish
test_6067,backpack
test_6068,school_bus
test_6069,moving_van
test_607,beaker
test_6070,scoreboard
test_6071,CD_player
test_6072,slug
test_6073,brass
test_6074,turnstile
test_6075,sock
test_6076,CD_player
test_6077,Christmas_stocking
test_6078,turnstile
test_6079,poncho
test_608,convertible
test_6080,scoreboard
test_6081,beach_wagon
test_6082,bathtub
test_6083,stopwatch
test_6084,freight_car
test_6085,nail
test_6086,scoreboard
test_6087,computer_keyboard
test_6088,go-kart
test_6089,trolleybus
test_609,turnstile
test_6090,scoreboard
test_6091,scoreboard
test_6092,scoreboard
test_6093,cash_machine
test_6094,turnstile
test_6095,crane
test_6096,beacon
test_6097,space_heater
test_6098,moving_van
test_6099,confectionery
test_61,scoreboard
test_610,black_widow
test_6100,steel_arch_bridge
test_6101,parking_meter
test_6102,American_alligator
test_6103,space_heater
test_6104,moving_van
test_6105,convertible
test_6106,lifeboat
test_6107,CD_player
test_6108,police_van
test_6109,brass
test_611,binoculars
test_6110,computer_keyboard
test_6111,police_van
test_6112,oboe
test_6113,water_tower
test_6114,scoreboard
test_6115,crane
test_6116,poncho
test_6117,refrigerator
test_6118,-
test_6119,scoreboard
test_612,scoreboard
test_6120,scoreboard
test_6121,beer_bottle
test_6122,pay-phone
test_6123,lemon
test_6124,lampshade
test_6125,brass
test_6126,flagpole
test_6127,convertible
test_6128,scoreboard
test_6129,refrigerator
test_613,CD_player
test_6130,king_penguin
test_6131,scoreboard
test_6132,spider_web
test_6133,beaker
test_6134,beaker
test_6135,viaduct
test_6136,brass
test_6137,scoreboard
test_6138,computer_keyboard
test_6139,albatross
test_614,abacus
test_6140,basketball
test_6141,snorkel
test_6142,scoreboard
test_6143,seashore
test_6144,scoreboard
test_6145,beaker
test_6146,iPod
test_6147,steel_arch_bridge
test_6148,black_widow
test_6149,scoreboard
test_615,scoreboard
test_6150,turnstile
test_6151,iPod
test_6152,fountain
test_6153,abacus
test_6154,coral_reef
test_6155,beer_bottle
test_6156,cash_machine
test_6157,chest
test_6158,police_van
test_6159,bucket
test_616,goose
test_6160,computer_keyboard
test_6161,beer_bottle
test_6162,dam
test_6163,steel_arch_bridge
test_6164,refrigerator
test_6165,turnstile
test_6166,brass
test_6167,umbrella
test_6168,sea_slug
test_6169,pay-phone
test_617,police_van
test_6170,-
test_6171,brass
test_6172,flagpole
test_6173,pill_bottle
test_6174,computer_keyboard
test_6175,cardigan
test_6176,beaker
test_6177,scoreboard
test_6178,turnstile
test_6179,computer_keyboard
test_618,scoreboard
test_6180,convertible
test_6181,scoreboard
test_6182,brass
test_6183,albatross
test_6184,parking_meter
test_6185,beach_wagon
test_6186,beaker
test_6187,limousine
test_6188,broom
test_6189,banana
test_619,trolleybus
test_6190,freight_car
test_6191,oboe
test_6192,scoreboard
test_6193,scoreboard
test_6194,bullet_train
test_6195,CD_player
test_6196,scoreboard
test_6197,CD_player
test_6198,computer_keyboard
test_6199,turnstile
test_62,crane
test_620,turnstile
test_6200,sports_car
test_6201,fountain
test_6202,turnstile
test_6203,freight_car
test_6204,police_van
test_6205,spider_web
test_6206,space_heater
test_6207,moving_van
test_6208,brass
test_6209,cash_machine
test_621,academic_gown
test_6210,scoreboard
test_6211,computer_keyboard
test_6212,nail
test_6213,organ
test_6214,alp
test_6215,scoreboard
test_6216,crane
test_6217,scoreboard
test_6218,police_van
test_6219,bathtub
test_622,computer_keyboard
test_6220,backpack
test_6221,scoreboard
test_6222,scoreboard
test_6223,crane
test_6224,parking_meter
test_6225,miniskirt
test_6226,spiny_lobster
test_6227,beach_wagon
test_6228,turnstile
test_6229,brass
test_623,pill_bottle
test_6230,scoreboard
test_6231,Christmas_stocking
test_6232,CD_player
test_6233,beach_wagon
test_6234,turnstile
test_6235,picket_fence
test_6236,moving_van
test_6237,CD_player
test_6238,turnstile
test_6239,bullet_train
test_624,beaker
test_6240,-
test_6241,iPod
test_6242,brass
test_6243,scoreboard
test_6244,alp
test_6245,scoreboard
test_6246,computer_keyboard
test_6247,comic_book
test_6248,jellyfish
test_6249,brass
test_625,brass
test_6250,convertible
test_6251,convertible
test_6252,hourglass
test_6253,computer_keyboard
test_6254,CD_player
test_6255,computer_keyboard
test_6256,poncho
test_6257,scoreboard
test_6258,scoreboard
test_6259,CD_player
test_626,albatross
test_6260,turnstile
test_6261,apron
test_6262,convertible
test_6263,cash_machine
test_6264,limousine
test_6265,seashore
test_6266,turnstile
test_6267,bullet_train
test_6268,cash_machine
test_6269,brass
test_627,turnstile
test_6270,cash_machine
test_6271,scoreboard
test_6272,confectionery
test_6273,scoreboard
test_6274,pay-phone
test_6275,space_heater
test_6276,water_tower
test_6277,steel_arch_bridge
test_6278,brass
test_6279,moving_van
test_628,cash_machine
test_6280,organ
test_6281,beaker
test_6282,refrigerator
test_6283,scoreboard
test_6284,freight_car
test_6285,scoreboard
test_6286,brass
test_6287,trolleybus
test_6288,chain
test_6289,bucket
test_629,scoreboard
test_6290,scoreboard
test_6291,steel_arch_bridge
test_6292,oboe
test_6293,scoreboard
test_6294,space_heater
test_6295,scoreboard
test_6296,gondola
test_6297,umbrella
test_6298,stopwatch
test_6299,cash_machine
test_63,barbershop
test_630,abacus
test_6300,beacon
test_6301,broom
test_6302,comic_book
test_6303,scoreboard
test_6304,gondola
test_6305,flagpole
test_6306,-
test_6307,broom
test_6308,turnstile
test_6309,scoreboard
test_631,seashore
test_6310,pop_bottle
test_6311,goose
test_6312,freight_car
test_6313,alp
test_6314,brass
test_6315,water_tower
test_6316,lakeside
test_6317,sports_car
test_6318,moving_van
test_6319,turnstile
test_632,space_heater
test_6320,basketball
test_6321,steel_arch_bridge
test_6322,cash_machine
test_6323,pay-phone
test_6324,scoreboard
test_6325,scoreboard
test_6326,scoreboard
test_6327,scoreboard
test_6328,spiny_lobster
test_6329,scoreboard
test_633,fly
test_6330,turnstile
test_6331,goose
test_6332,CD_player
test_6333,flagpole
test_6334,beaker
test_6335,goose
test_6336,CD_player
test_6337,crane
test_6338,bullet_train
test_6339,coral_reef
test_634,seashore
test_6340,bannister
test_6341,teapot
test_6342,pay-phone
test_6343,organ
test_6344,cash_machine
test_6345,turnstile
test_6346,crane
test_6347,scoreboard
test_6348,comic_book
test_6349,turnstile
test_635,sock
test_6350,scoreboard
test_6351,albatross
test_6352,remote_control
test_6353,CD_player
test_6354,computer_keyboard
test_6355,-
test_6356,alp
test_6357,police_van
test_6358,scoreboard
test_6359,scoreboard
test_636,scoreboard
test_6360,trolleybus
test_6361,chest
test_6362,kimono
test_6363,steel_arch_bridge
test_6364,CD_player
test_6365,computer_keyboard
test_6366,turnstile
test_6367,pop_bottle
test_6368,moving_van
test_6369,goose
test_637,goose
test_6370,CD_player
test_6371,trolleybus
test_6372,scoreboard
test_6373,scoreboard
test_6374,police_van
test_6375,sea_slug
test_6376,water_tower
test_6377,trolleybus
test_6378,scoreboard
test_6379,sewing_machine
test_638,barbershop
test_6380,computer_keyboard
test_6381,school_bus
test_6382,lifeboat
test_6383,pole
test_6384,scoreboard
test_6385,barn
test_6386,CD_player
test_6387,CD_player
test_6388,brass
test_6389,turnstile
test_639,desk
test_6390,scoreboard
test_6391,CD_player
test_6392,stopwatch
test_6393,brass
test_6394,turnstile
test_6395,scoreboard
test_6396,pop_bottle
test_6397,pop_bottle
test_6398,apron
test_6399,space_heater
test_64,triumphal_arch
test_640,turnstile
test_6400,backpack
test_6401,fountain
test_6402,water_tower
test_6403,space_heater
test_6404,confectionery
test_6405,bullet_train
test_6406,apron
test_6407,seashore
test_6408,space_heater
test_6409,steel_arch_bridge
test_641,scoreboard
test_6410,water_tower
test_6411,sock
test_6412,space_heater
test_6413,cash_machine
test_6414,brass
test_6415,police_van
test_6416,brass
test_6417,scoreboard
test_6418,triumphal_arch
test_6419,desk
test_642,-
test_6420,oboe
test_6421,scoreboard
test_6422,snorkel
test_6423,suspension_bridge
test_6424,moving_van
test_6425,CD_player
test_6426,scoreboard
test_6427,-
test_6428,lampshade
test_6429,freight_car
test_643,scorpion
test_6430,pill_bottle
test_6431,CD_player
test_6432,turnstile
test_6433,computer_keyboard
test_6434,spiny_lobster
test_6435,steel_arch_bridge
test_6436,brain_coral
test_6437,seashore
test_6438,trolleybus
test_6439,-
test_644,cash_machine
test_6440,iPod
test_6441,brass
test_6442,bucket
test_6443,desk
test_6444,CD_player
test_6445,steel_arch_bridge
test_6446,steel_arch_bridge
test_6447,flagpole
test_6448,stopwatch
test_6449,cash_machine
test_645,water_tower
test_6450,vestment
test_6451,steel_arch_bridge
test_6452,beer_bottle
test_6453,scoreboard
test_6454,CD_player
test_6455,jellyfish
test_6456,brass
test_6457,steel_arch_bridge
test_6458,scoreboard
test_6459,flagpole
test_646,chest
test_6460,rocking_chair
test_6461,turnstile
test_6462,flagpole
test_6463,computer_keyboard
test_6464,bullet_train
test_6465,moving_van
test_6466,computer_keyboard
test_6467,scoreboard
test_6468,albatross
test_6469,drumstick
test_647,barn
test_6470,Christmas_stocking
test_6471,lampshade
test_6472,CD_player
test_6473,CD_player
test_6474,goose
test_6475,brass
test_6476,flagpole
test_6477,scoreboard
test_6478,scoreboard
test_6479,umbrella
test_648,turnstile
test_6480,cash_machine
test_6481,moving_van
test_6482,jellyfish
test_6483,CD_player
test_6484,stopwatch
test_6485,scoreboard
test_6486,brass
test_6487,drumstick
test_6488,syringe
test_6489,space_heater
test_649,space_heater
test_6490,CD_player
test_6491,iPod
test_6492,bucket
test_6493,lemon
test_6494,lakeside
test_6495,cash_machine
test_6496,scoreboard
test_6497,poncho
test_6498,turnstile
test_6499,bucket
test_65,pop_bottle
test_650,stopwatch
test_6500,pill_bottle
test_6501,sunglasses
test_6502,space_heater
test_6503,bannister
test_6504,backpack
test_6505,jellyfish
test_6506,CD_player
test_6507,CD_player
test_6508,beaker
test_6509,steel_arch_bridge
test_651,scoreboard
test_6510,scoreboard
test_6511,brass
test_6512,chest
test_6513,cash_machine
test_6514,police_van
test_6515,sewing_machine
test_6516,hourglass
test_6517,-
test_6518,freight_car
test_6519,computer_keyboard
test_652,steel_arch_bridge
test_6520,stopwatch
test_6521,refrigerator
test_6522,police_van
test_6523,nail
test_6524,space_heater
test_6525,albatross
test_6526,computer_keyboard
test_6527,steel_arch_bridge
test_6528,comic_book
test_6529,cliff_dwelling
test_653,bullet_train
test_6530,steel_arch_bridge
test_6531,binoculars
test_6532,convertible
test_6533,turnstile
test_6534,brass
test_6535,iPod
test_6536,beach_wagon
test_6537,scoreboard
test_6538,pop_bottle
test_6539,scoreboard
test_654,swimming_trunks
test_6540,American_alligator
test_6541,convertible
test_6542,pay-phone
test_6543,oboe
test_6544,bucket
test_6545,rocking_chair
test_6546,flagpole
test_6547,scoreboard
test_6548,lakeside
test_6549,scoreboard
test_655,coral_reef
test_6550,steel_arch_bridge
test_6551,CD_player
test_6552,scoreboard
test_6553,scoreboard
test_6554,turnstile
test_6555,refrigerator
test_6556,jinrikisha
test_6557,sewing_machine
test_6558,moving_van
test_6559,freight_car
test_656,coral_reef
test_6560,coral_reef
test_6561,jellyfish
test_6562,cash_machine
test_6563,vestment
test_6564,space_heater
test_6565,bannister
test_6566,cash_machine
test_6567,goose
test_6568,standard_poodle
test_6569,umbrella
test_657,cash_machine
test_6570,scoreboard
test_6571,computer_keyboard
test_6572,turnstile
test_6573,brass
test_6574,scoreboard
test_6575,scoreboard
test_6576,umbrella
test_6577,brass
test_6578,turnstile
test_6579,turnstile
test_658,brass
test_6580,scoreboard
test_6581,CD_player
test_6582,turnstile
test_6583,scoreboard
test_6584,oboe
test_6585,CD_player
test_6586,oboe
test_6587,brass
test_6588,lakeside
test_6589,-
test_659,space_heater
test_6590,parking_meter
test_6591,poncho
test_6592,lifeboat
test_6593,bannister
test_6594,cash_machine
test_6595,brain_coral
test_6596,scoreboard
test_6597,pill_bottle
test_6598,bannister
test_6599,turnstile
test_66,computer_keyboard
test_660,scoreboard
test_6600,fountain
test_6601,computer_keyboard
test_6602,abacus
test_6603,apron
test_6604,water_jug
test_6605,oboe
test_6606,sports_car
test_6607,turnstile
test_6608,beaker
test_6609,apron
test_661,space_heater
test_6610,oboe
test_6611,albatross
test_6612,scoreboard
test_6613,scoreboard
test_6614,scoreboard
test_6615,scoreboard
test_6616,cash_machine
test_6617,turnstile
test_6618,seashore
test_6619,jinrikisha
test_662,beach_wagon
test_6620,backpack
test_6621,fountain
test_6622,turnstile
test_6623,scoreboard
test_6624,refrigerator
test_6625,space_heater
test_6626,steel_arch_bridge
test_6627,scoreboard
test_6628,lampshade
test_6629,brass
test_663,refrigerator
test_6630,freight_car
test_6631,turnstile
test_6632,brass
test_6633,scoreboard
test_6634,bannister
test_6635,albatross
test_6636,scoreboard
test_6637,king_penguin
test_6638,CD_player
test_6639,computer_keyboard
test_664,comic_book
test_6640,bucket
test_6641,steel_arch_bridge
test_6642,computer_keyboard
test_6643,scoreboard
test_6644,apron
test_6645,trolleybus
test_6646,iPod
test_6647,sock
test_6648,CD_player
test_6649,scoreboard
test_665,confectionery
test_6650,turnstile
test_6651,scoreboard
test_6652,goose
test_6653,abacus
test_6654,bullet_train
test_6655,CD_player
test_6656,rocking_chair
test_6657,refrigerator
test_6658,comic_book
test_6659,guinea_pig
test_666,stopwatch
test_6660,freight_car
test_6661,fly
test_6662,computer_keyboard
test_6663,lemon
test_6664,scoreboard
test_6665,beach_wagon
test_6666,flagpole
test_6667,confectionery
test_6668,parking_meter
test_6669,CD_player
test_667,computer_keyboard
test_6670,albatross
test_6671,CD_player
test_6672,fly
test_6673,birdhouse
test_6674,CD_player
test_6675,beach_wagon
test_6676,computer_keyboard
test_6677,computer_keyboard
test_6678,sock
test_6679,scoreboard
test_668,abacus
test_6680,suspension_bridge
test_6681,sock
test_6682,scoreboard
test_6683,space_heater
test_6684,dugong
test_6685,beach_wagon
test_6686,turnstile
test_6687,goose
test_6688,American_alligator
test_6689,comic_book
test_669,scoreboard
test_6690,scoreboard
test_6691,steel_arch_bridge
test_6692,scoreboard
test_6693,jellyfish
test_6694,brass
test_6695,scoreboard
test_6696,beaker
test_6697,rocking_chair
test_6698,sports_car
test_6699,jinrikisha
test_67,scoreboard
test_670,trilobite
test_6700,turnstile
test_6701,CD_player
test_6702,meat_loaf
test_6703,bannister
test_6704,water_tower
test_6705,albatross
test_6706,cash_machine
test_6707,steel_arch_bridge
test_6708,cash_machine
test_6709,crane
test_671,scoreboard
test_6710,alp
test_6711,steel_arch_bridge
test_6712,steel_arch_bridge
test_6713,-
test_6714,moving_van
test_6715,fountain
